game_id,team_id,home_away,fieldGoalsMade,fieldGoalsAttempted,fieldGoalPercentage,threePointsMade,threePointsAttempted,freeThrowsMade,freeThrowsAttempted,totalRebounds,offensiveRebounds,assists,steals,blocks,turnovers,fouls,points
6501151,435,home,19,50,3800.0%,6,19,10,15,33,9,12,8,9,15,16,
6501151,753,away,16,45,3556.0%,6,16,18,23,34,8,9,7,2,15,13,
