game_id,team_id,home_away,fieldGoalsMade,fieldGoalsAttempted,fieldGoalPercentage,threePointsMade,threePointsAttempted,freeThrowsMade,freeThrowsAttempted,totalRebounds,offensiveRebounds,assists,steals,blocks,turnovers,fouls,points
6505931,757,home,29,59,4915.0%,7,22,16,23,34,11,5,6,5,13,8,
6505931,628,away,34,64,5312.0%,6,22,3,4,30,7,20,7,3,13,18,
