game_id,team_id,home_away,fieldGoalsMade,fieldGoalsAttempted,fieldGoalPercentage,threePointsMade,threePointsAttempted,freeThrowsMade,freeThrowsAttempted,totalRebounds,offensiveRebounds,assists,steals,blocks,turnovers,fouls,points
6503228,2478,home,30,49,6122.0%,10,23,29,39,28,9,17,11,2,11,20,
6503228,613,away,26,50,5200.0%,6,16,12,21,26,10,10,4,1,17,25,
