game_id,team_id,home_away,fieldGoalsMade,fieldGoalsAttempted,fieldGoalPercentage,threePointsMade,threePointsAttempted,freeThrowsMade,freeThrowsAttempted,totalRebounds,offensiveRebounds,assists,steals,blocks,turnovers,fouls,points
6505314,1361,home,23,48,4792.0%,6,23,23,36,41,14,14,11,4,17,18,
6505314,2017,away,19,51,3725.0%,3,16,10,19,24,8,5,7,3,16,27,
