sequence_number,type,description,away_score,home_score,period,clock,scoring_play,team_id,timestamp_utc
1,Keeyan Itejere vs Abdou Samb (Rhode Island gains possession),Keeyan Itejere vs Abdou Samb (Rhode Island gains possession),0,0,1,20:00,False,0,2025-11-25T00:18:55.653849
2,2 Pointer by Rhode Island's Tyler Cochran,2 Pointer by Rhode Island's Tyler Cochran,2,0,1,19:53,False,2307,2025-11-25T00:18:55.653864
3,Personal Foul on Towson's Abdou Samb (Tyler Cochran draws the foul),Personal Foul on Towson's Abdou Samb (Tyler Cochran draws the foul),2,0,1,19:53,False,1350,2025-11-25T00:18:55.653866
4,Free Throw  by Rhode Island's Tyler Cochran,Free Throw  by Rhode Island's Tyler Cochran,3,0,1,19:53,False,2307,2025-11-25T00:18:55.653868
5,Jumper MISSED by Towson's Tyler Schmidt,Jumper MISSED by Towson's Tyler Schmidt,3,0,1,19:40,False,1350,2025-11-25T00:18:55.653870
6,Defensive rebound by Rhode Island's Keeyan Itejere,Defensive rebound by Rhode Island's Keeyan Itejere,3,0,1,19:37,False,2307,2025-11-25T00:18:55.653872
7,2 Pointer by Rhode Island's Tyler Cochran,2 Pointer by Rhode Island's Tyler Cochran,5,0,1,19:33,False,2307,2025-11-25T00:18:55.653873
8,Jumper by Towson's Dylan Williamson,Jumper by Towson's Dylan Williamson,5,3,1,19:07,False,1350,2025-11-25T00:18:55.653875
9,Assist by Towson's Tyler Schmidt,Assist by Towson's Tyler Schmidt,5,3,1,19:07,False,1350,2025-11-25T00:18:55.653877
10,2 Pointer MISSED by Rhode Island's Tyler Cochran,2 Pointer MISSED by Rhode Island's Tyler Cochran,5,3,1,18:47,False,2307,2025-11-25T00:18:55.653879
11,Defensive rebound by Towson's Tyler Schmidt,Defensive rebound by Towson's Tyler Schmidt,5,3,1,18:45,False,1350,2025-11-25T00:18:55.653881
12,2 Pointer MISSED by Towson's Dylan Williamson,2 Pointer MISSED by Towson's Dylan Williamson,5,3,1,18:38,False,1350,2025-11-25T00:18:55.653882
13,Defensive rebound by Rhode Island's Alex Crawford,Defensive rebound by Rhode Island's Alex Crawford,5,3,1,18:35,False,2307,2025-11-25T00:18:55.653884
14,Jumper MISSED by Rhode Island's Alex Crawford,Jumper MISSED by Rhode Island's Alex Crawford,5,3,1,18:27,False,2307,2025-11-25T00:18:55.653886
15,Defensive rebound by Towson's Tyler Schmidt,Defensive rebound by Towson's Tyler Schmidt,5,3,1,18:23,False,1350,2025-11-25T00:18:55.653887
16,Jumper MISSED by Towson's Abdou Samb,Jumper MISSED by Towson's Abdou Samb,5,3,1,17:55,False,1350,2025-11-25T00:18:55.653889
17,Offensive rebound by Towson's Chike Ndefo,Offensive rebound by Towson's Chike Ndefo,5,3,1,17:53,False,1350,2025-11-25T00:18:55.653891
18,Turnover by Towson [shot clock violation],Turnover by Towson [shot clock violation],5,3,1,17:53,False,1350,2025-11-25T00:18:55.653893
19,Subbing out for Towson-Tyler Schmidt,Subbing out for Towson-Tyler Schmidt,5,3,1,17:53,False,1350,2025-11-25T00:18:55.653894
20,Subbing out for Towson-Abdou Samb,Subbing out for Towson-Abdou Samb,5,3,1,17:53,False,1350,2025-11-25T00:18:55.653896
21,Subbing out for Towson-Chike Ndefo,Subbing out for Towson-Chike Ndefo,5,3,1,17:53,False,1350,2025-11-25T00:18:55.653898
22,Subbing in for Towson-Tyler Coleman,Subbing in for Towson-Tyler Coleman,5,3,1,17:53,False,1350,2025-11-25T00:18:55.653899
23,Subbing in for Towson-Jack Doumbia Jr.,Subbing in for Towson-Jack Doumbia Jr.,5,3,1,17:53,False,1350,2025-11-25T00:18:55.653901
24,Subbing in for Towson-Caleb Embeya,Subbing in for Towson-Caleb Embeya,5,3,1,17:53,False,1350,2025-11-25T00:18:55.653903
25,2 Pointer by Rhode Island's Alex Crawford,2 Pointer by Rhode Island's Alex Crawford,7,3,1,17:38,False,2307,2025-11-25T00:18:55.653905
26,Jumper by Towson's Jack Doumbia Jr.,Jumper by Towson's Jack Doumbia Jr.,7,5,1,17:12,False,1350,2025-11-25T00:18:55.653907
27,Assist by Towson's Tyler Tejada,Assist by Towson's Tyler Tejada,7,5,1,17:12,False,1350,2025-11-25T00:18:55.653908
