sequence_number,type,description,away_score,home_score,period,clock,scoring_play,team_id,timestamp_utc
1,Tim Oboh vs AJ Clark (Buffalo gains possession),Tim Oboh vs AJ Clark (Buffalo gains possession),0,0,1,20:00,False,0,2025-11-25T00:19:12.447631
2,Layup MISSED by Buffalo's Tim Oboh,Layup MISSED by Buffalo's Tim Oboh,0,0,1,19:43,False,489,2025-11-25T00:19:12.447644
3,Defensive rebound by VMI's Cal Liston,Defensive rebound by VMI's Cal Liston,0,0,1,19:41,False,973,2025-11-25T00:19:12.447645
4,Turnover by VMI 's AJ Clark,Turnover by VMI 's AJ Clark,0,0,1,19:15,False,973,2025-11-25T00:19:12.447647
5,Steal by Buffalo's Ryan Sabol,Steal by Buffalo's Ryan Sabol,0,0,1,19:15,False,489,2025-11-25T00:19:12.447648
6,Turnover by Buffalo 's Ryan Sabol,Turnover by Buffalo 's Ryan Sabol,0,0,1,19:10,False,489,2025-11-25T00:19:12.447650
7,Jumper by VMI's TJ Johnson,Jumper by VMI's TJ Johnson,0,3,1,18:53,False,973,2025-11-25T00:19:12.447651
8,Assist by VMI's Cal Liston,Assist by VMI's Cal Liston,0,3,1,18:53,False,973,2025-11-25T00:19:12.447653
9,Turnover by Buffalo 's Angelo Brizzi,Turnover by Buffalo 's Angelo Brizzi,0,3,1,18:38,False,489,2025-11-25T00:19:12.447654
10,Steal by VMI's Linus Holmstrom,Steal by VMI's Linus Holmstrom,0,3,1,18:38,False,973,2025-11-25T00:19:12.447655
11,2 Pointer by VMI's Tan Yildizoglu,2 Pointer by VMI's Tan Yildizoglu,0,5,1,18:29,False,973,2025-11-25T00:19:12.447657
12,Layup by Buffalo's Tim Oboh,Layup by Buffalo's Tim Oboh,2,5,1,18:12,False,489,2025-11-25T00:19:12.447658
13,Jumper MISSED by VMI's Linus Holmstrom,Jumper MISSED by VMI's Linus Holmstrom,2,5,1,17:56,False,973,2025-11-25T00:19:12.447659
14,Offensive rebound by VMI's AJ Clark,Offensive rebound by VMI's AJ Clark,2,5,1,17:51,False,973,2025-11-25T00:19:12.447661
15,2 Pointer MISSED by VMI's AJ Clark,2 Pointer MISSED by VMI's AJ Clark,2,5,1,17:51,False,973,2025-11-25T00:19:12.447662
16,Defensive rebound by Buffalo's Angelo Brizzi,Defensive rebound by Buffalo's Angelo Brizzi,2,5,1,17:49,False,489,2025-11-25T00:19:12.447663
17,Personal Foul on VMI's Cal Liston (Tim Oboh draws the foul),Personal Foul on VMI's Cal Liston (Tim Oboh draws the foul),2,5,1,17:40,False,973,2025-11-25T00:19:12.447665
18,Free Throw  by Buffalo's Tim Oboh,Free Throw  by Buffalo's Tim Oboh,3,5,1,17:38,False,489,2025-11-25T00:19:12.447666
19,Free Throw  by Buffalo's Tim Oboh,Free Throw  by Buffalo's Tim Oboh,4,5,1,17:38,False,489,2025-11-25T00:19:12.447668
20,Layup by VMI's Tan Yildizoglu,Layup by VMI's Tan Yildizoglu,4,7,1,17:20,False,973,2025-11-25T00:19:12.447669
21,Layup by Buffalo's Angelo Brizzi,Layup by Buffalo's Angelo Brizzi,6,7,1,16:57,False,489,2025-11-25T00:19:12.447675
22,Jumper MISSED by VMI's Linus Holmstrom,Jumper MISSED by VMI's Linus Holmstrom,6,7,1,16:30,False,973,2025-11-25T00:19:12.447677
23,Defensive rebound by Buffalo's Buffalo,Defensive rebound by Buffalo's Buffalo,6,7,1,16:28,False,489,2025-11-25T00:19:12.447678
24,Personal Foul on VMI's Linus Holmstrom (Daniel Freitag draws the foul),Personal Foul on VMI's Linus Holmstrom (Daniel Freitag draws the foul),6,7,1,16:13,False,973,2025-11-25T00:19:12.447680
25,Jumper MISSED by Buffalo's Ryan Sabol,Jumper MISSED by Buffalo's Ryan Sabol,6,7,1,16:08,False,489,2025-11-25T00:19:12.447681
26,Defensive rebound by VMI's AJ Clark,Defensive rebound by VMI's AJ Clark,6,7,1,16:03,False,973,2025-11-25T00:19:12.447682
27,Jumper MISSED by VMI's Linus Holmstrom,Jumper MISSED by VMI's Linus Holmstrom,6,7,1,15:51,False,973,2025-11-25T00:19:12.447684
28,Offensive rebound by VMI's Tan Yildizoglu,Offensive rebound by VMI's Tan Yildizoglu,6,7,1,15:48,False,973,2025-11-25T00:19:12.447685
29,Turnover by VMI 's Tan Yildizoglu,Turnover by VMI 's Tan Yildizoglu,6,7,1,15:43,False,973,2025-11-25T00:19:12.447686
30,Steal by Buffalo's Angelo Brizzi,Steal by Buffalo's Angelo Brizzi,6,7,1,15:43,False,489,2025-11-25T00:19:12.447687
31,Slam Dunk by Buffalo's Noah Batchelor,Slam Dunk by Buffalo's Noah Batchelor,8,7,1,15:39,True,489,2025-11-25T00:19:12.447689
32,Layup MISSED by VMI's AJ Clark,Layup MISSED by VMI's AJ Clark,8,7,1,15:15,False,973,2025-11-25T00:19:12.447690
33,Defensive rebound by Buffalo's Ryan Sabol,Defensive rebound by Buffalo's Ryan Sabol,8,7,1,15:13,False,489,2025-11-25T00:19:12.447692
34,Turnover by Buffalo 's Tim Oboh,Turnover by Buffalo 's Tim Oboh,8,7,1,15:02,False,489,2025-11-25T00:19:12.447693
35,Commercial time out.,Commercial time out.,8,7,1,15:00,False,0,2025-11-25T00:19:12.447694
