sequence_number,type,description,away_score,home_score,period,clock,scoring_play,team_id,timestamp_utc
1,Aiden Disu vs Tasman Goodrick (Holy Cross gains possession),Aiden Disu vs Tasman Goodrick (Holy Cross gains possession),0,0,1,20:00,True,0,2025-11-25T00:19:31.836226
2,Layup MISSED by Holy Cross's Aiden Disu,Layup MISSED by Holy Cross's Aiden Disu,0,0,1,19:49,False,406,2025-11-25T00:19:31.836240
3,Block by Siena's Tasman Goodrick,Block by Siena's Tasman Goodrick,0,0,1,19:49,True,608,2025-11-25T00:19:31.836242
4,Defensive rebound by Siena's Gavin Doty,Defensive rebound by Siena's Gavin Doty,0,0,1,19:45,False,608,2025-11-25T00:19:31.836244
5,2 Pointer by Siena's Justice Shoats,2 Pointer by Siena's Justice Shoats,2,0,1,19:29,False,608,2025-11-25T00:19:31.836245
6,Personal Foul on Siena's Antonio Chandler (Gabe Warren draws the foul),Personal Foul on Siena's Antonio Chandler (Gabe Warren draws the foul),2,0,1,19:03,False,608,2025-11-25T00:19:31.836247
7,Free Throw  by Holy Cross's Gabe Warren,Free Throw  by Holy Cross's Gabe Warren,2,1,1,19:03,False,406,2025-11-25T00:19:31.836248
8,Free Throw  by Holy Cross's Gabe Warren,Free Throw  by Holy Cross's Gabe Warren,2,2,1,19:03,False,406,2025-11-25T00:19:31.836249
9,Layup MISSED by Siena's Antonio Chandler,Layup MISSED by Siena's Antonio Chandler,2,2,1,18:49,False,608,2025-11-25T00:19:31.836251
10,Defensive rebound by Holy Cross's Aidan Richard,Defensive rebound by Holy Cross's Aidan Richard,2,2,1,18:46,False,406,2025-11-25T00:19:31.836252
11,Jumper by Holy Cross's Aiden Disu,Jumper by Holy Cross's Aiden Disu,2,4,1,18:33,False,406,2025-11-25T00:19:31.836253
12,Assist by Holy Cross's Gabe Warren,Assist by Holy Cross's Gabe Warren,2,4,1,18:33,False,406,2025-11-25T00:19:31.836255
13,Turnover by Siena 's Justice Shoats,Turnover by Siena 's Justice Shoats,2,4,1,18:21,False,608,2025-11-25T00:19:31.836256
14,2 Pointer MISSED by Holy Cross's Aiden Disu,2 Pointer MISSED by Holy Cross's Aiden Disu,2,4,1,17:53,False,406,2025-11-25T00:19:31.836257
15,Defensive rebound by Siena's Tasman Goodrick,Defensive rebound by Siena's Tasman Goodrick,2,4,1,17:47,True,608,2025-11-25T00:19:31.836259
16,Layup by Siena's Tasman Goodrick,Layup by Siena's Tasman Goodrick,4,4,1,17:40,True,608,2025-11-25T00:19:31.836260
17,Assist by Siena's Justice Shoats,Assist by Siena's Justice Shoats,4,4,1,17:40,False,608,2025-11-25T00:19:31.836261
18,Turnover by Holy Cross 's Gabe Warren,Turnover by Holy Cross 's Gabe Warren,4,4,1,17:18,False,406,2025-11-25T00:19:31.836263
19,Steal by Siena's Tasman Goodrick,Steal by Siena's Tasman Goodrick,4,4,1,17:18,True,608,2025-11-25T00:19:31.836264
20,2 Pointer by Siena's Justice Shoats,2 Pointer by Siena's Justice Shoats,6,4,1,17:09,False,608,2025-11-25T00:19:31.836265
21,Layup by Holy Cross's Tyler Boston,Layup by Holy Cross's Tyler Boston,6,6,1,16:42,False,406,2025-11-25T00:19:31.836267
22,Layup MISSED by Siena's Gavin Doty,Layup MISSED by Siena's Gavin Doty,6,6,1,16:21,False,608,2025-11-25T00:19:31.836268
23,Offensive rebound by Siena's Tasman Goodrick,Offensive rebound by Siena's Tasman Goodrick,6,6,1,16:18,True,608,2025-11-25T00:19:31.836269
24,Jumper MISSED by Siena's Brendan Coyle,Jumper MISSED by Siena's Brendan Coyle,6,6,1,16:16,False,608,2025-11-25T00:19:31.836271
25,Offensive rebound by Siena's Brendan Coyle,Offensive rebound by Siena's Brendan Coyle,6,6,1,16:13,False,608,2025-11-25T00:19:31.836272
