sequence_number,type,description,away_score,home_score,period,clock,scoring_play,team_id,timestamp_utc
1,Kenneth Chime vs Jeremy Autin (West Ga. gains possession),Kenneth Chime vs Jeremy Autin (West Ga. gains possession),0,0,1,20:00,False,0,2025-11-22T01:15:19.606957
2,Layup by West Ga.'s Kenneth Chime,Layup by West Ga.'s Kenneth Chime,0,2,1,19:35,False,649,2025-11-22T01:15:19.606981
3,Assist by West Ga.'s Kolten Griffin,Assist by West Ga.'s Kolten Griffin,0,2,1,19:35,False,649,2025-11-22T01:15:19.606988
4,Jumper MISSED by Huntingdon's Keyshawn Dickey,Jumper MISSED by Huntingdon's Keyshawn Dickey,0,2,1,19:08,False,1594,2025-11-22T01:15:19.606994
5,Offensive rebound by Huntingdon's Myles Murphy,Offensive rebound by Huntingdon's Myles Murphy,0,2,1,19:05,False,1594,2025-11-22T01:15:19.607000
6,Layup by Huntingdon's Myles Murphy,Layup by Huntingdon's Myles Murphy,2,2,1,19:03,False,1594,2025-11-22T01:15:19.607006
7,Offensive foul by West Ga.'s Shelton Williams-Dryden,Offensive foul by West Ga.'s Shelton Williams-Dryden,2,2,1,18:47,False,649,2025-11-22T01:15:19.607012
8,Offensive turnover by West Ga.'s Shelton Williams-Dryden,Offensive turnover by West Ga.'s Shelton Williams-Dryden,2,2,1,18:47,False,649,2025-11-22T01:15:19.607017
9,Layup by Huntingdon's Marcus Townsend,Layup by Huntingdon's Marcus Townsend,4,2,1,18:35,False,1594,2025-11-22T01:15:19.607023
10,Assist by Huntingdon's Keyshawn Dickey,Assist by Huntingdon's Keyshawn Dickey,4,2,1,18:35,False,1594,2025-11-22T01:15:19.607028
11,Personal Foul on Huntingdon's Marcus Townsend (Shelton Williams-Dryden draws the foul),Personal Foul on Huntingdon's Marcus Townsend (Shelton Williams-Dryden draws the foul),4,2,1,18:26,False,1594,2025-11-22T01:15:19.607034
12,Layup MISSED by West Ga.'s Shelton Williams-Dryden,Layup MISSED by West Ga.'s Shelton Williams-Dryden,4,2,1,18:24,False,649,2025-11-22T01:15:19.607040
13,Offensive rebound by West Ga.'s Kenneth Chime,Offensive rebound by West Ga.'s Kenneth Chime,4,2,1,18:18,False,649,2025-11-22T01:15:19.607045
14,2 Pointer MISSED by West Ga.'s Kenneth Chime,2 Pointer MISSED by West Ga.'s Kenneth Chime,4,2,1,18:18,False,649,2025-11-22T01:15:19.607050
15,Defensive rebound by Huntingdon's Eric Moore,Defensive rebound by Huntingdon's Eric Moore,4,2,1,18:16,False,1594,2025-11-22T01:15:19.607056
16,Layup MISSED by Huntingdon's Jeremy Autin,Layup MISSED by Huntingdon's Jeremy Autin,4,2,1,18:12,False,1594,2025-11-22T01:15:19.607061
17,Offensive rebound by Huntingdon's Jeremy Autin,Offensive rebound by Huntingdon's Jeremy Autin,4,2,1,18:07,False,1594,2025-11-22T01:15:19.607066
18,Turnover by Huntingdon 's Jeremy Autin,Turnover by Huntingdon 's Jeremy Autin,4,2,1,18:06,False,1594,2025-11-22T01:15:19.607071
19,Steal by West Ga.'s Kolten Griffin,Steal by West Ga.'s Kolten Griffin,4,2,1,18:06,False,649,2025-11-22T01:15:19.607077
20,Layup by West Ga.'s Kolten Griffin,Layup by West Ga.'s Kolten Griffin,4,4,1,18:02,False,649,2025-11-22T01:15:19.607082
21,Jumper MISSED by Huntingdon's Marcus Townsend,Jumper MISSED by Huntingdon's Marcus Townsend,4,4,1,17:53,False,1594,2025-11-22T01:15:19.607087
22,Defensive rebound by West Ga.'s Kolten Griffin,Defensive rebound by West Ga.'s Kolten Griffin,4,4,1,17:50,False,649,2025-11-22T01:15:19.607092
23,Personal Foul on Huntingdon's Keyshawn Dickey (Chas Lewless draws the foul),Personal Foul on Huntingdon's Keyshawn Dickey (Chas Lewless draws the foul),4,4,1,17:48,False,1594,2025-11-22T01:15:19.607098
24,Subbing out for West Ga.-Brady Hardewig,Subbing out for West Ga.-Brady Hardewig,4,4,1,17:48,False,649,2025-11-22T01:15:19.607104
25,Subbing in for West Ga.-Josh Smith,Subbing in for West Ga.-Josh Smith,4,4,1,17:48,False,649,2025-11-22T01:15:19.607109
26,Free Throw  by West Ga.'s Chas Lewless,Free Throw  by West Ga.'s Chas Lewless,4,5,1,17:48,False,649,2025-11-22T01:15:19.607114
27,Free Throw  by West Ga.'s Chas Lewless,Free Throw  by West Ga.'s Chas Lewless,4,6,1,17:48,False,649,2025-11-22T01:15:19.607119
28,Layup MISSED by Huntingdon's Keyshawn Dickey,Layup MISSED by Huntingdon's Keyshawn Dickey,4,6,1,17:34,False,1594,2025-11-22T01:15:19.607124
29,Block by West Ga.'s Kolten Griffin,Block by West Ga.'s Kolten Griffin,4,6,1,17:34,False,649,2025-11-22T01:15:19.607129
30,Offensive rebound by Huntingdon's Marcus Townsend,Offensive rebound by Huntingdon's Marcus Townsend,4,6,1,17:29,False,1594,2025-11-22T01:15:19.607134
31,Jumper MISSED by Huntingdon's Marcus Townsend,Jumper MISSED by Huntingdon's Marcus Townsend,4,6,1,17:27,False,1594,2025-11-22T01:15:19.607139
32,Defensive rebound by West Ga.'s Kenneth Chime,Defensive rebound by West Ga.'s Kenneth Chime,4,6,1,17:24,False,649,2025-11-22T01:15:19.607145
33,Personal Foul on Huntingdon's Jeremy Autin (Kenneth Chime draws the foul),Personal Foul on Huntingdon's Jeremy Autin (Kenneth Chime draws the foul),4,6,1,17:09,False,1594,2025-11-22T01:15:19.607150
34,Subbing out for Huntingdon-Eric Moore,Subbing out for Huntingdon-Eric Moore,4,6,1,17:08,False,1594,2025-11-22T01:15:19.607156
35,Subbing out for Huntingdon-Marcus Townsend,Subbing out for Huntingdon-Marcus Townsend,4,6,1,17:08,False,1594,2025-11-22T01:15:19.607161
36,Subbing out for Huntingdon-Jeremy Autin,Subbing out for Huntingdon-Jeremy Autin,4,6,1,17:08,False,1594,2025-11-22T01:15:19.607166
37,Subbing out for Huntingdon-Keyshawn Dickey,Subbing out for Huntingdon-Keyshawn Dickey,4,6,1,17:08,False,1594,2025-11-22T01:15:19.607172
38,Subbing out for Huntingdon-Myles Murphy,Subbing out for Huntingdon-Myles Murphy,4,6,1,17:08,False,1594,2025-11-22T01:15:19.607177
39,Subbing in for Huntingdon-Kendarius Irvin,Subbing in for Huntingdon-Kendarius Irvin,4,6,1,17:08,False,1594,2025-11-22T01:15:19.607182
40,Subbing in for Huntingdon-Owen LaRocca,Subbing in for Huntingdon-Owen LaRocca,4,6,1,17:08,False,1594,2025-11-22T01:15:19.607187
41,Subbing in for Huntingdon-Isaiah Knight,Subbing in for Huntingdon-Isaiah Knight,4,6,1,17:08,False,1594,2025-11-22T01:15:19.607192
42,Subbing in for Huntingdon-Tyler Mallory,Subbing in for Huntingdon-Tyler Mallory,4,6,1,17:08,False,1594,2025-11-22T01:15:19.607197
43,Subbing in for Huntingdon-Myles Johnson,Subbing in for Huntingdon-Myles Johnson,4,6,1,17:08,False,1594,2025-11-22T01:15:19.607202
44,Layup MISSED by West Ga.'s Kolten Griffin,Layup MISSED by West Ga.'s Kolten Griffin,4,6,1,17:01,False,649,2025-11-22T01:15:19.607207
45,Defensive rebound by Huntingdon's Tyler Mallory,Defensive rebound by Huntingdon's Tyler Mallory,4,6,1,16:57,False,1594,2025-11-22T01:15:19.607212
46,Personal Foul on West Ga.'s Josh Smith (Tyler Mallory draws the foul),Personal Foul on West Ga.'s Josh Smith (Tyler Mallory draws the foul),4,6,1,16:52,False,649,2025-11-22T01:15:19.607217
47,Jumper MISSED by Huntingdon's Tyler Mallory,Jumper MISSED by Huntingdon's Tyler Mallory,4,6,1,16:43,False,1594,2025-11-22T01:15:19.607222
48,Defensive rebound by West Ga.'s Chas Lewless,Defensive rebound by West Ga.'s Chas Lewless,4,6,1,16:39,False,649,2025-11-22T01:15:19.607228
49,Jumper by West Ga.'s Chas Lewless,Jumper by West Ga.'s Chas Lewless,4,9,1,16:33,False,649,2025-11-22T01:15:19.607233
50,Assist by West Ga.'s Josh Smith,Assist by West Ga.'s Josh Smith,4,9,1,16:33,False,649,2025-11-22T01:15:19.607238
51,Jumper by Huntingdon's Isaiah Knight,Jumper by Huntingdon's Isaiah Knight,7,9,1,16:18,False,1594,2025-11-22T01:15:19.607243
52,Assist by Huntingdon's Owen LaRocca,Assist by Huntingdon's Owen LaRocca,7,9,1,16:18,False,1594,2025-11-22T01:15:19.607248
53,3 Pointer by West Ga.'s Chas Lewless,3 Pointer by West Ga.'s Chas Lewless,7,12,1,16:00,False,649,2025-11-22T01:15:19.607253
54,Turnover by Huntingdon 's Tyler Mallory,Turnover by Huntingdon 's Tyler Mallory,7,12,1,15:45,False,1594,2025-11-22T01:15:19.607258
55,Commercial time out.,Commercial time out.,7,12,1,15:45,False,0,2025-11-22T01:15:19.607264
56,Personal Foul on Huntingdon's Isaiah Knight (Josh Smith draws the foul),Personal Foul on Huntingdon's Isaiah Knight (Josh Smith draws the foul),7,12,1,15:36,False,1594,2025-11-22T01:15:19.607269
57,Free Throw  by West Ga.'s Josh Smith,Free Throw  by West Ga.'s Josh Smith,7,13,1,15:36,False,649,2025-11-22T01:15:19.607274
58,Free Throw MISSED  by West Ga.'s Josh Smith,Free Throw MISSED  by West Ga.'s Josh Smith,7,13,1,15:36,False,649,2025-11-22T01:15:19.607279
59,Defensive rebound by Huntingdon's Kendarius Irvin,Defensive rebound by Huntingdon's Kendarius Irvin,7,13,1,15:36,False,1594,2025-11-22T01:15:19.607285
60,Jumper MISSED by Huntingdon's Isaiah Knight,Jumper MISSED by Huntingdon's Isaiah Knight,7,13,1,15:31,False,1594,2025-11-22T01:15:19.607290
61,Defensive rebound by West Ga.'s Kolten Griffin,Defensive rebound by West Ga.'s Kolten Griffin,7,13,1,15:28,False,649,2025-11-22T01:15:19.607295
62,Personal Foul on Huntingdon's Owen LaRocca (Kenneth Chime draws the foul),Personal Foul on Huntingdon's Owen LaRocca (Kenneth Chime draws the foul),7,13,1,15:04,False,1594,2025-11-22T01:15:19.607301
63,Free Throw MISSED  by West Ga.'s Kenneth Chime,Free Throw MISSED  by West Ga.'s Kenneth Chime,7,13,1,15:04,False,649,2025-11-22T01:15:19.607306
64,West Ga. gets a rebound from a dead ball.,West Ga. gets a rebound from a dead ball.,7,13,1,15:04,False,649,2025-11-22T01:15:19.607311
65,Free Throw  by West Ga.'s Kenneth Chime,Free Throw  by West Ga.'s Kenneth Chime,7,14,1,15:04,False,649,2025-11-22T01:15:19.607316
66,Subbing out for West Ga.-Kenneth Chime,Subbing out for West Ga.-Kenneth Chime,7,14,1,15:04,False,649,2025-11-22T01:15:19.607322
67,Subbing in for West Ga.-JaVar Daniel,Subbing in for West Ga.-JaVar Daniel,7,14,1,15:04,False,649,2025-11-22T01:15:19.607327
68,2 Pointer MISSED by Huntingdon's Tyler Mallory,2 Pointer MISSED by Huntingdon's Tyler Mallory,7,14,1,14:54,False,1594,2025-11-22T01:15:19.607332
69,Defensive rebound by West Ga.'s Shelton Williams-Dryden,Defensive rebound by West Ga.'s Shelton Williams-Dryden,7,14,1,14:50,False,649,2025-11-22T01:15:19.607338
70,Slam Dunk by West Ga.'s Josh Smith,Slam Dunk by West Ga.'s Josh Smith,7,16,1,14:47,True,649,2025-11-22T01:15:19.607343
71,Assist by West Ga.'s Shelton Williams-Dryden,Assist by West Ga.'s Shelton Williams-Dryden,7,16,1,14:47,False,649,2025-11-22T01:15:19.607348
72,2 Pointer by Huntingdon's Tyler Mallory,2 Pointer by Huntingdon's Tyler Mallory,9,16,1,14:32,False,1594,2025-11-22T01:15:19.607353
73,2 Pointer by West Ga.'s JaVar Daniel,2 Pointer by West Ga.'s JaVar Daniel,9,18,1,14:21,False,649,2025-11-22T01:15:19.607359
74,Assist by West Ga.'s Kolten Griffin,Assist by West Ga.'s Kolten Griffin,9,18,1,14:21,False,649,2025-11-22T01:15:19.607364
75,Jumper MISSED by Huntingdon's Owen LaRocca,Jumper MISSED by Huntingdon's Owen LaRocca,9,18,1,14:13,False,1594,2025-11-22T01:15:19.607369
76,Offensive rebound by Huntingdon's Isaiah Knight,Offensive rebound by Huntingdon's Isaiah Knight,9,18,1,14:10,False,1594,2025-11-22T01:15:19.607374
77,Personal Foul on West Ga.'s Chas Lewless (Tyler Mallory draws the foul),Personal Foul on West Ga.'s Chas Lewless (Tyler Mallory draws the foul),9,18,1,14:04,False,649,2025-11-22T01:15:19.607380
