sequence_number,type,description,away_score,home_score,period,clock,scoring_play,team_id,timestamp_utc
1,Goodnews Akonafua vs Theo Seng (Pensacola Christian gains possession),Goodnews Akonafua vs Theo Seng (Pensacola Christian gains possession),0,0,1,20:00,True,0,2025-11-22T01:21:03.696813
2,Jumper MISSED by Pensacola Christian's Raul Bertinato,Jumper MISSED by Pensacola Christian's Raul Bertinato,0,0,1,19:42,False,53585,2025-11-22T01:21:03.696841
3,Defensive rebound by Troy's Thomas Dowd,Defensive rebound by Troy's Thomas Dowd,0,0,1,19:39,False,2350,2025-11-22T01:21:03.696846
4,Layup by Troy's Victor Valdes,Layup by Troy's Victor Valdes,0,2,1,19:36,False,2350,2025-11-22T01:21:03.696851
5,Assist by Troy's Thomas Dowd,Assist by Troy's Thomas Dowd,0,2,1,19:36,False,2350,2025-11-22T01:21:03.696856
6,Jumper MISSED by Pensacola Christian's Kaiden Pack,Jumper MISSED by Pensacola Christian's Kaiden Pack,0,2,1,19:13,False,53585,2025-11-22T01:21:03.696860
7,Defensive rebound by Troy's Victor Valdes,Defensive rebound by Troy's Victor Valdes,0,2,1,19:09,False,2350,2025-11-22T01:21:03.696864
8,Jumper MISSED by Troy's Thomas Dowd,Jumper MISSED by Troy's Thomas Dowd,0,2,1,19:03,False,2350,2025-11-22T01:21:03.696868
9,Defensive rebound by Pensacola Christian's Kaiden Pack,Defensive rebound by Pensacola Christian's Kaiden Pack,0,2,1,19:00,False,53585,2025-11-22T01:21:03.696872
10,Jumper MISSED by Pensacola Christian's Liam Gerdts,Jumper MISSED by Pensacola Christian's Liam Gerdts,0,2,1,18:38,False,53585,2025-11-22T01:21:03.696876
11,Defensive rebound by Troy's Thomas Dowd,Defensive rebound by Troy's Thomas Dowd,0,2,1,18:36,False,2350,2025-11-22T01:21:03.696880
12,Jumper MISSED by Troy's Theo Seng,Jumper MISSED by Troy's Theo Seng,0,2,1,18:32,False,2350,2025-11-22T01:21:03.696884
13,Defensive rebound by Pensacola Christian's Kaiden Pack,Defensive rebound by Pensacola Christian's Kaiden Pack,0,2,1,18:28,False,53585,2025-11-22T01:21:03.696888
14,Personal Foul on Troy's Victor Valdes (Liam Gerdts draws the foul),Personal Foul on Troy's Victor Valdes (Liam Gerdts draws the foul),0,2,1,18:04,False,2350,2025-11-22T01:21:03.696892
15,Jumper MISSED by Pensacola Christian's Kaiden Pack,Jumper MISSED by Pensacola Christian's Kaiden Pack,0,2,1,17:56,False,53585,2025-11-22T01:21:03.696896
16,Defensive rebound by Troy's Thomas Dowd,Defensive rebound by Troy's Thomas Dowd,0,2,1,17:53,False,2350,2025-11-22T01:21:03.696899
