game_id,team_id,home_away,fieldGoalsMade-fieldGoalsAttempted,fieldGoalPct,threePointFieldGoalsMade-threePointFieldGoalsAttempted,threePointFieldGoalPct,freeThrowsMade-freeThrowsAttempted,freeThrowPct,totalRebounds,offensiveRebounds,defensiveRebounds,assists,steals,blocks,turnovers,teamTurnovers,totalTurnovers,technicalFouls,totalTechnicalFouls,flagrantFouls,turnoverPoints,fastBreakPoints,pointsInPaint,fouls,largestLead
401820400,2439,away,22-60,37,8-27,30,15-22,68,34,10,24,14,11,3,13,0,13,1,1,0,25,13,24,21,8
401820400,120,home,25-59,42,9-31,29,15-21,71,46,16,30,15,5,3,20,0,20,0,0,0,15,2,28,18,11
