game_id,team_id,home_away,avgPoints,fieldGoalPct,threePointFieldGoalPct,avgRebounds,avgAssists,avgBlocks,avgSteals,avgTeamTurnovers,avgTotalTurnovers,streak,avgPointsAgainst
401829440,2215,away,61.0,43,30,26.0,10.0,2.0,3.0,1.0,19.0,,
401829440,2747,home,74.8,44,31,35.8,16.2,4.4,6.0,1.2,14.0,W2,80.6
