game_id,team_id,home_away,streak,avgPointsAgainst,avgPoints,fieldGoalPct,threePointFieldGoalPct,avgRebounds,avgAssists,avgBlocks,avgSteals,avgTeamTurnovers,avgTotalTurnovers
401826788,2296,away,L4,99.8,60.5,35,30,28.3,7.8,2.5,8.3,1.5,16.3
401826788,8,home,W3,72.0,86.2,47,34,39.6,16.4,4.8,7.2,0.0,9.8
