game_id,team_id,home_away,streak,avgPointsAgainst,avgPoints,fieldGoalPct,threePointFieldGoalPct,avgRebounds,avgAssists,avgBlocks,avgSteals,avgTeamTurnovers,avgTotalTurnovers
401823590,350,away,W2,70.8,85.3,45,37,44.3,14.5,2.8,5.0,1.0,11.8
401823590,2515,home,L4,81.8,75.3,41,27,37.5,11.7,3.2,6.8,0.3,13.7
