game_id,team_id,home_away,streak,avgPointsAgainst,avgPoints,fieldGoalPct,threePointFieldGoalPct,avgRebounds,avgAssists,avgBlocks,avgSteals,avgTeamTurnovers,avgTotalTurnovers
401812664,107,away,L1,80.6,63.4,41,30,29.6,10.0,0.4,6.4,0.6,12.8
401812664,2529,home,L3,78.3,76.8,43,34,37.3,14.8,1.3,8.5,0.8,13.5
